"","conc.b","conc.a","fail.r","corr.b","corr.a","corr.theta","corr.ltheta.b","corr.ltheta.t","corr.ltheta.m","corr.ltheta.s","corr.ltheta.r","conc.a2"
"NEU_SRR1974806",0.927912735056624,-0.784296098903591,-2.30258509299405,-1.57977290990909,1,0.309554037195607,-3.50029481084017,2.87879607599983,4.54437503282124,-0.254429453497513,0.564245701494857,0.176126513926182
"NEU_SRR1974807",7.53329688425957,-2.77898605830943,-2.30258509299405,-1.79354867233295,1,0.195192802747996,-3.9353752308356,3.68247117453149,4.96228859465427,-0.194337617325626,0.725897457914118,0.326211475483151
"NEU_SRR1974808",-0.631493904468526,-0.376728544436213,-2.30258509299405,-1.46581789691001,1,0.127029562134103,-2.99668463467427,2.61291135382416,9.96025491232708,-0.264079225605252,3.78251752166086,0.0914529370464224
"NEU_SRR1974809",-1.13207138206806,-0.104023139507885,-2.30258509299405,-0.956895234309831,1,0.213615615182239,-3.45065027023651,2.53058852019866,5.67134723078756,-0.28551132607438,0.638572170135787,0.0900541560285859
"NEU_SRR1974810",0.587966981050422,0.0737421285370055,-2.30258509299405,-1.48272225293978,1,0.152998671184271,-0.946880365538656,2.53301199051511,10.2312724767248,-0.324108239235966,20,0.0360171326481099
"NEU_SRR1974811",0.930343961969044,-0.4392309269066,-2.30258509299405,-1.62490493492578,1,0.18035788125935,-1.37843316148963,2.63707281486524,8.66152129015393,-0.301824383407704,5.77671630964717,0.101141202305551
"NEU_SRR1974813",-0.764118359583454,0.350849432084079,-2.30258509299405,-1.07613836270558,1,0.259373945579845,-2.05429625667915,2.36718058649628,3.89141899255534,-0.437828055099756,0.378403658688296,0.0453939454703828
"NEU_SRR1974815",1.55051592669374,-1.36706789836532,-2.30258509299405,-1.69476215686443,1,0.276730532848214,-4.42242275843613,2.78371800347673,3.86470234941399,-0.224593120930093,0.294064350596411,0.29563375494301
"NEU_SRR1974817",1.99760237993687,-1.1510966510452,-2.30258509299405,-1.67543953585271,1,0.29893323584829,-13.4019163145215,6.38883716541185,5.46473856902391,-0.075625243411584,0.533016932343853,0.230706668252434
"NEU_SRR1974818",1.64709969040609,-1.12084957410034,-2.30258509299405,-1.7176888438215,1,0.273955333798418,-38.8426651949532,7.64762497666156,22.7419773448851,-0.0411666961014777,0.94058961860786,0.233138046429647
"NEU_SRR1974819",-0.232133201835175,0.336572945551229,-2.30258509299405,-1.32606724112237,1,0.293989161738128,-3.67459038949389,2.88362298338132,5.10248134540238,-0.215607716821605,0.672452098789025,0.0815333924594739
"NEU_SRR1974820",0.40836726983414,-0.330180753419735,-2.30258509299405,-1.29347033118136,1,0.251370351672858,-4.11863135484881,2.90251625652488,5.91191876934086,-0.205898266854768,0.78199828300348,0.117972607515337
"NEU_SRR1974821",2.26271156643251,-1.21191448182854,-2.30258509299405,-1.89159959398447,1,0.206488933089572,-4.95911776179237,3.0812855234596,7.26300856097678,-0.185408594269569,0.862823576906854,0.196748858909293
"NEU_SRR1974822",1.94987108588829,-0.929530771396478,-2.30258509299405,-1.77128787984058,1,0.216173853019498,-4.93643009795171,2.94417385947004,6.28824129036366,-0.215954507540152,0.651723896919947,0.17510677961453
"NEU_SRR1974823",0.805514432361722,-0.947924613551636,-2.30258509299405,-1.66612417854116,1,0.188054611531693,-4.50183244161512,3.01420856217954,5.33426528178394,-0.172268458698131,0.427645514882411,0.193160649271456
"NEU_SRR1974824",1.05846302886691,-0.625623892408607,-2.30258509299405,-1.86590735948172,1,0.221461026739817,-3.047941161875,2.75526180917096,5.7942148648462,-0.260331768444546,0.722567696952293,0.132875311252513
"NEU_SRR1974825",1.1844355282717,-0.796104882113853,-2.30258509299405,-1.41190566278513,1,0.19368156310702,-4.65265966367625,2.79171476624157,8.87473394562493,-0.218158264512765,2.01521262662401,0.153455858824701
"NEU_SRR1974828",1.59440679120432,-0.557439491480099,-2.30258509299405,-1.49990168510349,1,0.211679223948155,-4.06050964504759,2.97327934142866,6.69676878622523,-0.212672996289648,0.933854071560438,0.135600359626421
